英雄名,职业名,生命,攻击,智力,防御,魔防,技巧,铸纹生命,铸纹攻击,铸纹智力,铸纹防御,铸纹魔防,铸纹技巧,英雄头像
卡洛莉安,机械骁骑,4692,569,233,299,283,120,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/9/9c/j5a74mdgucoqx0g1fb0ei2otdv85btu.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A1%E6%B4%9B%E8%8E%89%E5%AE%89.png
卡洛莉安,突击骑士,4375,601,233,287,255,120,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/9/9c/j5a74mdgucoqx0g1fb0ei2otdv85btu.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A1%E6%B4%9B%E8%8E%89%E5%AE%89.png
凯尔蒂斯,断末魔之主,4295,269,588,270,362,112,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/9/96/j3s5ofhki34b4fvspr0l34czjrrab3j.png/82px-%E5%A4%B4%E5%83%8F_%E5%87%AF%E5%B0%94%E8%92%82%E6%96%AF.png
凯尔蒂斯,巫师,3816,269,559,250,362,86,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/9/96/j3s5ofhki34b4fvspr0l34czjrrab3j.png/82px-%E5%A4%B4%E5%83%8F_%E5%87%AF%E5%B0%94%E8%92%82%E6%96%AF.png
科洛丝,女武神,3987,305,522,308,327,101,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/8/8b/gtkfprwfe7n4aju8o66x6w2ba7y02gz.png/82px-%E5%A4%B4%E5%83%8F_%E7%A7%91%E6%B4%9B%E4%B8%9D.png
科洛丝,利贝尔女王,3700,305,548,297,303,152,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/8/8b/gtkfprwfe7n4aju8o66x6w2ba7y02gz.png/82px-%E5%A4%B4%E5%83%8F_%E7%A7%91%E6%B4%9B%E4%B8%9D.png
壳中少女,灵能破坏者,4073,256,580,228,379,140,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/32/mxbkzb53ut2ugd6fqp7d3vfmdmzo4mo.png/82px-%E5%A4%B4%E5%83%8F_%E5%A3%B3%E4%B8%AD%E5%B0%91%E5%A5%B3.png
壳中少女,巫师,3586,256,580,237,370,111,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/32/mxbkzb53ut2ugd6fqp7d3vfmdmzo4mo.png/82px-%E5%A4%B4%E5%83%8F_%E5%A3%B3%E4%B8%AD%E5%B0%91%E5%A5%B3.png
克拉蕾特,龙骑统帅,4100,607,216,298,325,182,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/2/27/4qo82a6ts0f3n2ktrywwuvk7nicbicw.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%8B%E6%8B%89%E8%95%BE%E7%89%B9.png
克拉蕾特,剑姬,4419,607,237,298,290,234,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/2/27/4qo82a6ts0f3n2ktrywwuvk7nicbicw.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%8B%E6%8B%89%E8%95%BE%E7%89%B9.png
克里斯蒂安妮,皇家骑士,4991,476,247,308,340,110,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/d/d8/7xajop9epjb798qqzm8nf024aaumh1y.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%8B%E9%87%8C%E6%96%AF%E8%92%82%E5%AE%89%E5%A6%AE.png
克里斯蒂安妮,皇家盾卫,5307,476,247,356,340,99,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/d/d8/7xajop9epjb798qqzm8nf024aaumh1y.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%8B%E9%87%8C%E6%96%AF%E8%92%82%E5%AE%89%E5%A6%AE.png
克丽丝,女武神,4060,305,506,300,351,97,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/a/a2/38d3dh8otc99brjdses1y626cugehbl.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%8B%E4%B8%BD%E4%B8%9D.png
克丽丝,公主,3343,332,478,269,382,83,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/a/a2/38d3dh8otc99brjdses1y626cugehbl.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%8B%E4%B8%BD%E4%B8%9D.png
克洛泰尔,炎剑统帅,4281,525,485,332,301,113,800,150,110,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/6/60/io09to08d9zgwxln0w9o6nmb5g7u15p.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%8B%E6%B4%9B%E6%B3%B0%E5%B0%94.png
克洛泰尔,炎晶魔导师,3654,495,515,306,312,113,800,150,110,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/6/60/io09to08d9zgwxln0w9o6nmb5g7u15p.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%8B%E6%B4%9B%E6%B3%B0%E5%B0%94.png
拉姆达,巫师,3190,256,551,225,417,103,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/4/4f/agcld1qnjjaooake0igzlxirsfqtiwn.png/82px-%E5%A4%B4%E5%83%8F_%E6%8B%89%E5%A7%86%E8%BE%BE.png
拉姆达,木贤者,3190,307,551,225,394,103,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/4/4f/agcld1qnjjaooake0igzlxirsfqtiwn.png/82px-%E5%A4%B4%E5%83%8F_%E6%8B%89%E5%A7%86%E8%BE%BE.png
拉娜,裁罪圣者,3925,290,590,265,362,167,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/d/df/062movwycz7rlrk6o3lxz3feepgvdp0.png/82px-%E5%A4%B4%E5%83%8F_%E6%8B%89%E5%A8%9C.png
拉娜,圣者,3503,316,523,265,401,96,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/d/df/062movwycz7rlrk6o3lxz3feepgvdp0.png/82px-%E5%A4%B4%E5%83%8F_%E6%8B%89%E5%A8%9C.png
拉娜,黑暗公主,3340,262,554,245,401,96,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/d/df/062movwycz7rlrk6o3lxz3feepgvdp0.png/82px-%E5%A4%B4%E5%83%8F_%E6%8B%89%E5%A8%9C.png
莱恩哈特,剑帝,4754,549,294,353,301,116,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/b/bd/1ibkmmaqxvdkt6rmz6pchgv7oq75niq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%B1%E6%81%A9%E5%93%88%E7%89%B9.png
莱恩哈特,修罗,4448,579,294,327,280,130,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/b/bd/1ibkmmaqxvdkt6rmz6pchgv7oq75niq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%B1%E6%81%A9%E5%93%88%E7%89%B9.png
兰迪乌斯,大元帅,5344,534,247,341,211,118,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/0/05/lmr3rr73o8p60n621hkf7fusgf1uphx.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%B0%E8%BF%AA%E4%B9%8C%E6%96%AF.png
兰迪乌斯,皇家骑士,5032,563,247,295,265,132,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/0/05/lmr3rr73o8p60n621hkf7fusgf1uphx.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%B0%E8%BF%AA%E4%B9%8C%E6%96%AF.png
兰芳特,崇辉智将,4656,554,247,302,332,231,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/8/85/6jijgjn1o8ojlib03fw9d4w8gsfmmwv.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%B0%E8%8A%B3%E7%89%B9.png
兰芳特,剑圣,4691,582,271,307,276,251,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/8/85/6jijgjn1o8ojlib03fw9d4w8gsfmmwv.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%B0%E8%8A%B3%E7%89%B9.png
兰芳特,骑士统帅,4691,551,247,307,276,147,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/8/85/6jijgjn1o8ojlib03fw9d4w8gsfmmwv.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%B0%E8%8A%B3%E7%89%B9.png
兰斯,皇家骑士,4176,523,251,272,281,132,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/0/0c/k2hk4wye093nopu4e50ghnhtx6ea5dy.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%B0%E6%96%AF.png
兰斯,龙骑统帅,3884,551,251,272,315,171,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/0/0c/k2hk4wye093nopu4e50ghnhtx6ea5dy.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%B0%E6%96%AF.png
雷丁,神选君王,5316,449,300,367,333,102,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/3a/39f4glin9p3ifhvmwuundpg56bpnl9t.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%B7%E4%B8%81.png
雷丁,圣骑统帅,5291,434,300,352,316,102,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/3a/39f4glin9p3ifhvmwuundpg56bpnl9t.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%B7%E4%B8%81.png
雷丁,王者,5607,498,271,375,279,117,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/3a/39f4glin9p3ifhvmwuundpg56bpnl9t.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%B7%E4%B8%81.png
雷因法鲁斯,剑圣,4370,588,294,305,293,273,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/5/53/cje75b32hrtw3u2wye830mcdrmkjzo1.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%B7%E5%9B%A0%E6%B3%95%E9%B2%81%E6%96%AF.png
雷因法鲁斯,异星王子,4056,530,294,293,273,316,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/5/53/cje75b32hrtw3u2wye830mcdrmkjzo1.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%B7%E5%9B%A0%E6%B3%95%E9%B2%81%E6%96%AF.png
蕾蒂西亚,骑士统帅,3875,457,226,267,237,116,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/1/1d/dwcg677fgezr33w6qyuio7x69rlc6tm.png/82px-%E5%A4%B4%E5%83%8F_%E8%95%BE%E8%92%82%E8%A5%BF%E4%BA%9A.png
蕾伽尔,魔能核心,3838,267,516,239,423,117,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/904xq40ftxji45iekf1lbdk82d7pr4s.png/82px-%E5%A4%B4%E5%83%8F_%E8%95%BE%E4%BC%BD%E5%B0%94.png
蕾伽尔,神使,3355,321,487,248,423,90,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/904xq40ftxji45iekf1lbdk82d7pr4s.png/82px-%E5%A4%B4%E5%83%8F_%E8%95%BE%E4%BC%BD%E5%B0%94.png
蕾娜塔,斗神,4756,576,233,326,237,184,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/f/f2/70ibya785nlcoyt62dn4tkop6k821bn.png/82px-%E5%A4%B4%E5%83%8F_%E8%95%BE%E5%A8%9C%E5%A1%94.png
蕾娜塔,龙族统帅,4444,607,233,326,301,128,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/f/f2/70ibya785nlcoyt62dn4tkop6k821bn.png/82px-%E5%A4%B4%E5%83%8F_%E8%95%BE%E5%A8%9C%E5%A1%94.png
黎恩,剑圣,4538,585,283,320,289,231,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/a/ac/717rz7u6kop9zgafwhmaa1plth9g528.png/82px-%E5%A4%B4%E5%83%8F_%E9%BB%8E%E6%81%A9.png
黎恩,灰之英雄,4538,555,283,346,289,159,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/a/ac/717rz7u6kop9zgafwhmaa1plth9g528.png/82px-%E5%A4%B4%E5%83%8F_%E9%BB%8E%E6%81%A9.png
里奥贝克,巫师,3570,262,542,265,368,88,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/c/c3/g0dysc5hcqt4200909mekhn4tgadm9q.png/82px-%E5%A4%B4%E5%83%8F_%E9%87%8C%E5%A5%A5%E8%B4%9D%E5%85%8B.png
里奥贝克,死灵君王,4030,262,570,285,368,115,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/c/c3/g0dysc5hcqt4200909mekhn4tgadm9q.png/82px-%E5%A4%B4%E5%83%8F_%E9%87%8C%E5%A5%A5%E8%B4%9D%E5%85%8B.png
里奇,英雄,4840,562,247,368,272,151,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/8/81/ptjm6uds3xuzr3xt8q9b5avonerqrua.png/82px-%E5%A4%B4%E5%83%8F_%E9%87%8C%E5%A5%87.png
里奇,大元帅,5152,534,224,391,218,114,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/8/81/ptjm6uds3xuzr3xt8q9b5avonerqrua.png/82px-%E5%A4%B4%E5%83%8F_%E9%87%8C%E5%A5%87.png
丽可丽丝,魔王化身,3920,267,509,263,400,117,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/9/9b/k8nqyhldrs7q6gr5a5ekfbw33p4dvtu.png/82px-%E5%A4%B4%E5%83%8F_%E4%B8%BD%E5%8F%AF%E4%B8%BD%E4%B8%9D.png
丽可丽丝,影依圣女,3606,267,480,254,400,117,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/9/9b/k8nqyhldrs7q6gr5a5ekfbw33p4dvtu.png/82px-%E5%A4%B4%E5%83%8F_%E4%B8%BD%E5%8F%AF%E4%B8%BD%E4%B8%9D.png
丽莎,独行义侠,3937,520,226,268,263,300,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/9/98/o8b6z3o2yc5y0c5poa9snloicjvrl9o.png/82px-%E5%A4%B4%E5%83%8F_%E4%B8%BD%E8%8E%8E.png
丽莎,游侠,3645,520,226,240,319,229,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/9/98/o8b6z3o2yc5y0c5poa9snloicjvrl9o.png/82px-%E5%A4%B4%E5%83%8F_%E4%B8%BD%E8%8E%8E.png
利昂,湮黯青龙,4929,623,233,300,280,130,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/7/73/l515yoiazl4hal3o2f330umolcuc2a3.png/82px-%E5%A4%B4%E5%83%8F_%E5%88%A9%E6%98%82.png
利昂,突击骑士,4369,620,233,270,251,130,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/7/73/l515yoiazl4hal3o2f330umolcuc2a3.png/82px-%E5%A4%B4%E5%83%8F_%E5%88%A9%E6%98%82.png
利昂,皇家骑士,4690,589,233,281,280,130,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/7/73/l515yoiazl4hal3o2f330umolcuc2a3.png/82px-%E5%A4%B4%E5%83%8F_%E5%88%A9%E6%98%82.png
利斯塔,海骑统帅,4136,454,228,306,234,102,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/a/ab/05x0fz5y3pjsymeo3d3yuc6yyi0bibc.png/82px-%E5%A4%B4%E5%83%8F_%E5%88%A9%E6%96%AF%E5%A1%94.png
利亚特,骑士统帅,3853,476,206,269,221,109,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/0/0c/gh5nhunh0dx04n0lximbvrdv1q5kfq9.png/82px-%E5%A4%B4%E5%83%8F_%E5%88%A9%E4%BA%9A%E7%89%B9.png
莉法妮,隐士,3300,282,475,242,350,97,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/h4xwlbhjkrnijak3e3gzrwx0h9twa6k.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E6%B3%95%E5%A6%AE.png
莉法妮,巫师,3155,256,505,242,372,83,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/h4xwlbhjkrnijak3e3gzrwx0h9twa6k.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E6%B3%95%E5%A6%AE.png
莉娜,破龙魔导士,3665,251,588,271,322,112,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/e/ee/10geknvlpedu21sv1z6iby8rkl5xdjq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E5%A8%9C.png
莉娜,神灭魔剑士,3839,278,588,305,303,144,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/e/ee/10geknvlpedu21sv1z6iby8rkl5xdjq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E5%A8%9C.png
莉亚娜,先知,3853,321,408,275,408,88,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/8/83/l89nwmfhk9mhaj6dc3jg4bpu6l1u8pp.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E4%BA%9A%E5%A8%9C.png
莉亚娜,隐士,4026,295,443,275,374,103,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/8/83/l89nwmfhk9mhaj6dc3jg4bpu6l1u8pp.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E4%BA%9A%E5%A8%9C.png
玲,巫师,3170,262,552,267,378,96,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/6/69/su5oo15lt96hg1hr3cssk26uvmgq4ya.png/82px-%E5%A4%B4%E5%83%8F_%E7%8E%B2.png
玲,歼灭天使,3630,262,581,287,378,125,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/6/69/su5oo15lt96hg1hr3cssk26uvmgq4ya.png/82px-%E5%A4%B4%E5%83%8F_%E7%8E%B2.png
胧,斗神,4456,566,233,328,242,174,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/37/fvbodr6utnnsuffgkbxeyh5c76sj43y.png/82px-%E5%A4%B4%E5%83%8F_%E8%83%A7.png
胧,灵龙转生使,4770,566,256,302,308,101,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/37/fvbodr6utnnsuffgkbxeyh5c76sj43y.png/82px-%E5%A4%B4%E5%83%8F_%E8%83%A7.png
卢古耐尔,圣者,3633,327,482,268,377,96,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/6/68/a9tl3a02q5qbwlifti5czewffq486eo.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%8F%A4%E8%80%90%E5%B0%94.png
卢古耐尔,隐士,3633,300,482,248,357,111,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/6/68/a9tl3a02q5qbwlifti5czewffq486eo.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%8F%A4%E8%80%90%E5%B0%94.png
卢克蕾蒂娅,大主教,3648,316,568,247,401,96,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/e/e1/0pfz2y7gaxmdutxqjseey1h6am3hml4.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%85%8B%E8%95%BE%E8%92%82%E5%A8%85.png
卢克蕾蒂娅,隐士,3811,290,568,247,368,111,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/e/e1/0pfz2y7gaxmdutxqjseey1h6am3hml4.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%85%8B%E8%95%BE%E8%92%82%E5%A8%85.png
路因,源初的君王,4862,529,233,332,228,172,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/38/eghhf2euba83l6067tquwyrlvmovnhs.png/82px-%E5%A4%B4%E5%83%8F_%E8%B7%AF%E5%9B%A0.png
路因,剑士统帅,4028,504,237,295,255,137,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/38/eghhf2euba83l6067tquwyrlvmovnhs.png/82px-%E5%A4%B4%E5%83%8F_%E8%B7%AF%E5%9B%A0.png
露娜,弓骑统帅,4056,483,295,264,366,189,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/f/fa/k40j9bbgcjzhg7znr5c8mc185myeq4f.png/82px-%E5%A4%B4%E5%83%8F_%E9%9C%B2%E5%A8%9C.png
露娜,圣天马统帅,4683,483,325,331,400,146,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/f/fa/k40j9bbgcjzhg7znr5c8mc185myeq4f.png/82px-%E5%A4%B4%E5%83%8F_%E9%9C%B2%E5%A8%9C.png
罗兰,辉耀的圣裁,4299,256,577,325,291,149,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/2/23/haauax4befva42wy2iv1d18fm1v42bn.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E5%85%B0.png
罗兰,隐士,3964,283,542,273,325,99,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/2/23/haauax4befva42wy2iv1d18fm1v42bn.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E5%85%B0.png
罗莎莉娅,银骑统帅,4841,578,271,263,308,125,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/a/ae/ruaeqbq95kcsi40sdf8rr7syww5f6ci.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E8%8E%8E%E8%8E%89%E5%A8%85.png
罗莎莉娅,皇家骑士,4841,578,247,274,297,125,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/a/ae/ruaeqbq95kcsi40sdf8rr7syww5f6ci.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E8%8E%8E%E8%8E%89%E5%A8%85.png
罗泽希尔,灵光圣女,3497,321,412,278,348,85,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/3nzpze1w5wx4l9birxvft5s6zvl4mxb.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E6%B3%BD%E5%B8%8C%E5%B0%94.png
罗泽希尔,水晶女皇,3666,295,447,278,317,99,1000,30,150,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/3nzpze1w5wx4l9birxvft5s6zvl4mxb.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E6%B3%BD%E5%B8%8C%E5%B0%94.png
洛加,大统帅,3412,464,240,255,247,274,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/7/79/8xvv0kzdn0jsazhvpu1lwh61jb7ljs8.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E5%8A%A0.png
洛斯塔姆,沙海之王,4558,579,244,323,275,195,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/b/b2/sqvsmjmvaz7o3gr354m14mr0enavgu8.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E6%96%AF%E5%A1%94%E5%A7%86.png
洛斯塔姆,抗暴统帅,4248,549,244,288,255,320,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/b/b2/sqvsmjmvaz7o3gr354m14mr0enavgu8.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E6%96%AF%E5%A1%94%E5%A7%86.png
洛维奈尔大帝,皇帝,4576,577,237,347,268,157,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/5/50/gg5bonag9yq6cwzeymtuyzhyop7g4ba.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E7%BB%B4%E5%A5%88%E5%B0%94%E5%A4%A7%E5%B8%9D.png
洛维奈尔大帝,征伐骑士王,4576,577,216,323,268,132,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/5/50/gg5bonag9yq6cwzeymtuyzhyop7g4ba.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E7%BB%B4%E5%A5%88%E5%B0%94%E5%A4%A7%E5%B8%9D.png
马库雷,海骑统帅,4463,565,249,349,260,145,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/33/171hbd7hx7qfbsgegfwk3zw49f7koq5.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E5%BA%93%E9%9B%B7.png
马库雷,远行浪客,4139,535,274,311,260,300,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/33/171hbd7hx7qfbsgegfwk3zw49f7koq5.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E5%BA%93%E9%9B%B7.png
马修-龙骑统帅,孤刃逆旅,4678,572,243,327,283,180,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png
马修-龙骑统帅,英雄,4511,553,254,317,277,154,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png
马修-龙骑统帅,龙骑统帅,4202,553,231,293,310,171,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png
马修-突击骑士,孤刃逆旅,4630,579,243,327,283,180,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png
马修-突击骑士,突击骑士,4154,560,231,293,258,131,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png
马修-突击骑士,英雄,4463,560,254,317,277,154,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png
马修-影,孤刃逆旅,4630,557,243,327,273,204,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png
马修-影,影,4154,511,254,282,248,283,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png
马修-影,英雄,4463,538,254,317,267,178,1000,150,30,90,90,20,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png
